edgebits,solver,gpu,nonce,edges,dupes,solve_ms
29,mean,0,479,272,0,267
29,mean,0,480,244,2,267
29,mean,0,481,252,0,267
29,mean,0,482,268,0,266
29,mean,0,483,222,0,267
29,mean,0,484,240,0,267
29,mean,0,485,194,0,267
29,mean,0,486,222,8,267
29,mean,0,487,278,0,267
29,mean,0,488,240,0,266
29,mean,0,489,256,0,267
29,mean,0,490,286,0,268
29,mean,0,491,236,0,266
29,mean,0,492,268,0,266
29,mean,0,493,274,0,266
29,mean,0,494,258,0,267
29,mean,0,495,278,0,334
29,mean,0,496,252,0,268
29,mean,0,497,200,0,267
29,mean,0,498,230,0,266
29,mean,0,499,220,0,266
29,mean,0,500,246,0,267
29,mean,0,501,250,0,267
29,mean,0,502,270,2,266
29,mean,0,503,270,0,267
29,mean,0,504,240,0,266
29,mean,0,505,274,0,269
29,mean,0,506,268,0,267
29,mean,0,507,246,2,266
29,mean,0,508,236,0,266
29,mean,0,509,266,0,267
29,mean,0,510,244,0,266
29,mean,0,511,240,2,267
29,mean,0,512,304,0,267
29,mean,0,513,246,0,266
29,mean,0,514,254,0,266
29,mean,0,515,258,0,266
29,mean,0,516,230,0,268
29,mean,0,517,244,0,266
29,mean,0,518,234,0,267
29,mean,0,519,238,0,267
29,mean,0,520,238,0,267
29,mean,0,521,268,0,266
29,mean,0,522,244,0,267
29,mean,0,523,280,0,265
29,mean,0,524,242,0,267
29,mean,0,525,272,0,267
29,mean,0,526,248,0,266
29,mean,0,527,280,0,268
29,mean,0,528,256,0,267
29,mean,0,529,236,0,266
29,mean,0,530,266,0,267
29,mean,0,531,256,0,267
29,mean,0,532,252,0,267
29,mean,0,533,228,0,266
29,mean,0,534,218,0,266
29,mean,0,535,262,0,267
29,mean,0,536,238,0,266
29,mean,0,537,244,0,264
29,mean,0,538,278,0,266
29,mean,0,539,240,0,267
29,mean,0,540,268,0,266
29,mean,0,541,210,0,266
29,mean,0,542,294,0,267
29,mean,0,543,250,0,267
29,mean,0,544,224,0,266
29,mean,0,545,264,0,267
29,mean,0,546,282,0,334
29,mean,0,547,226,0,268
29,mean,0,548,250,0,267
29,mean,0,549,284,0,267
29,mean,0,550,210,0,267
29,mean,0,551,292,0,266
29,mean,0,552,236,0,265
29,mean,0,553,220,0,267
29,mean,0,554,230,0,266
29,mean,0,555,232,0,266
29,mean,0,556,264,0,267
29,mean,0,557,264,0,267
29,mean,0,558,290,0,267
29,mean,0,559,208,0,267
29,mean,0,560,232,0,266
29,mean,0,561,252,0,267
29,mean,0,562,222,0,267
29,mean,0,563,248,0,267
29,mean,0,564,226,0,267
29,mean,0,565,242,0,266
29,mean,0,566,212,0,267
29,mean,0,567,254,4,266
29,mean,0,568,258,0,267
29,mean,0,569,244,0,267
29,mean,0,570,218,0,266
29,mean,0,571,196,0,266
29,mean,0,572,276,0,267
29,mean,0,573,256,0,267
29,mean,0,574,302,0,334
29,mean,0,575,268,0,268
29,mean,0,576,268,0,267
29,mean,0,577,186,0,266
29,mean,0,578,232,0,266
29,mean,0,579,260,0,267
29,mean,0,580,266,0,266
29,mean,0,581,272,0,333
29,mean,0,582,224,0,267
29,mean,0,583,238,0,267
29,mean,0,584,232,0,267
29,mean,0,585,244,0,268
29,mean,0,586,272,0,267
29,mean,0,587,262,0,267
29,mean,0,588,248,4,267
29,mean,0,589,238,0,266
29,mean,0,590,252,0,268
29,mean,0,591,230,0,267
29,mean,0,592,220,0,267
29,mean,0,593,240,0,266
29,mean,0,594,274,0,268
29,mean,0,595,256,0,268
29,mean,0,596,268,0,266
29,mean,0,597,260,0,265
29,mean,0,598,266,0,267
29,mean,0,599,208,0,266
